"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"23/11/2016","26,938","26,789","27,049","26,715","1.20M","0.83%"
"22/11/2016","26,715","26,493","26,715","26,455","795.29K","0.84%"
"21/11/2016","26,493","26,381","26,567","26,344","756.46K","0.42%"
"18/11/2016","26,381","26,344","26,455","26,307","801.62K","-0.28%"
"17/11/2016","26,455","26,567","26,567","26,233","941.34K","-0.42%"
"16/11/2016","26,567","26,567","26,641","26,418","580.85K","0.00%"
"15/11/2016","26,567","26,530","26,901","26,530","355.84K","0.00%"
"14/11/2016","26,567","26,901","26,901","26,530","950.75K","-1.24%"
"11/11/2016","26,901","27,086","27,309","26,752","1.15M","-0.41%"
"10/11/2016","27,012","27,012","27,160","26,975","1.01M","1.11%"
"09/11/2016","26,715","26,938","26,938","25,973","2.16M","-1.10%"
"08/11/2016","27,012","27,012","27,049","26,715","1.39M","0.41%"
"07/11/2016","26,901","26,047","26,938","26,010","1.38M","3.57%"
"04/11/2016","25,973","26,122","26,122","25,899","783.25K","0.00%"
"03/11/2016","25,973","26,084","26,159","25,788","1.26M","-1.13%"
"02/11/2016","26,270","26,567","26,678","26,270","648.43K","-1.39%"
"01/11/2016","26,641","26,567","26,864","26,493","662.98K","-0.28%"
"31/10/2016","26,715","26,938","27,049","26,715","858.67K","-0.83%"
"28/10/2016","26,938","26,938","27,012","26,641","556.31K","0.00%"
"27/10/2016","26,938","26,196","26,938","26,196","1.08M","2.83%"
"26/10/2016","26,196","26,530","26,567","26,196","885.67K","-1.26%"
"25/10/2016","26,530","26,789","26,789","26,270","1.71M","-0.97%"
"24/10/2016","26,789","27,309","27,457","26,789","871.18K","-1.64%"
"21/10/2016","27,235","27,235","27,457","27,160","989.87K","0.00%"
"20/10/2016","27,235","27,309","27,457","27,235","753.31K","0.00%"
"19/10/2016","27,235","27,309","27,606","27,160","1.23M","0.69%"
"18/10/2016","27,049","27,012","27,383","26,789","1.20M","0.14%"
"17/10/2016","27,012","27,606","27,606","27,012","2.01M","-2.15%"
"14/10/2016","27,606","27,680","27,977","27,606","1.07M","-0.27%"
"13/10/2016","27,680","27,977","27,977","27,531","750.20K","-0.80%"
"12/10/2016","27,903","28,051","28,162","27,791","679.61K","-0.53%"
"11/10/2016","28,051","27,977","28,051","27,160","2.64M","0.80%"
"10/10/2016","27,828","28,162","28,348","27,457","1.29M","-1.19%"
"07/10/2016","28,162","28,533","28,682","28,051","1.68M","-1.04%"
"06/10/2016","28,459","28,348","28,682","28,348","1.50M","0.39%"
"05/10/2016","28,348","28,570","28,645","28,311","1.19M","0.79%"
"04/10/2016","28,125","28,125","28,645","28,051","2.11M","0.00%"
"03/10/2016","28,125","28,422","28,645","27,977","1.65M","-1.04%"
"30/09/2016","28,422","28,422","28,793","28,199","1.79M","0.00%"
"29/09/2016","28,422","28,941","29,053","28,199","2.23M","-1.79%"
"28/09/2016","28,941","28,793","29,090","28,608","2.24M","1.03%"
"27/09/2016","28,645","27,903","28,682","27,754","2.61M","2.66%"
"26/09/2016","27,903","27,717","28,162","27,494","1.46M","0.67%"
"23/09/2016","27,717","27,828","27,940","27,606","1.07M","-0.40%"
"22/09/2016","27,828","28,051","28,422","27,791","2.03M","0.13%"
"21/09/2016","27,791","27,457","27,903","27,457","2.22M","0.00%"
"20/09/2016","27,791","27,235","27,903","26,938","1.54M","2.18%"
"19/09/2016","27,198","26,493","27,346","26,493","1.95M","4.72%"
"16/09/2016","25,973","26,715","26,789","25,973","9.27M","-2.78%"
"15/09/2016","26,715","27,309","27,531","26,715","915.24K","-1.37%"
"14/09/2016","27,086","26,381","27,754","26,381","1.98M","1.39%"
"13/09/2016","26,715","27,828","27,828","26,715","2.76M","-3.87%"
"12/09/2016","27,791","28,645","28,645","27,457","1.32M","-3.23%"
"09/09/2016","28,719","28,199","29,016","28,051","4.28M","5.55%"
"08/09/2016","27,210","27,479","27,479","26,941","3.27M","0.00%"
"07/09/2016","27,210","27,479","28,018","26,941","2.73M","0.00%"
"06/09/2016","27,210","27,479","27,749","26,941","3.18M","0.00%"
"05/09/2016","27,210","28,288","28,288","26,833","7.22M","-3.81%"
"01/09/2016","28,288","29,365","29,635","27,749","5.90M","-2.78%"
"31/08/2016","29,096","29,904","30,443","28,826","4.47M","-2.70%"
"30/08/2016","29,904","30,443","30,712","29,635","2.67M","-3.48%"
"29/08/2016","30,982","32,059","32,598","30,982","2.28M","0.00%"
"26/08/2016","30,982","30,173","30,982","29,904","3.14M","6.48%"
"25/08/2016","29,096","29,096","29,365","28,826","781.27K","0.00%"
"24/08/2016","29,096","28,826","29,365","28,826","474.11K","1.89%"
"23/08/2016","28,557","28,557","29,096","28,288","963.50K","-0.93%"
"22/08/2016","28,826","29,635","29,635","28,826","804.28K","0.00%"
"19/08/2016","28,826","28,557","29,365","28,557","431.63K","0.94%"
"18/08/2016","28,557","29,096","29,635","28,557","995.35K","0.00%"
"17/08/2016","28,557","29,096","29,096","28,018","1.09M","-1.85%"
"16/08/2016","29,096","29,096","29,635","28,826","884.18K","-0.92%"
"15/08/2016","29,365","28,826","29,635","28,826","285.23K","0.00%"
"12/08/2016","29,365","29,904","30,173","28,826","570.23K","-2.68%"
"11/08/2016","30,173","28,826","30,173","28,826","1.27M","4.67%"
"10/08/2016","28,826","28,288","29,096","28,288","534.07K","0.94%"
"09/08/2016","28,557","28,018","28,557","27,749","311.88K","1.92%"
"08/08/2016","28,018","27,749","28,018","27,210","600.77K","1.96%"
"05/08/2016","27,479","28,288","28,288","27,210","564.96K","-1.92%"
"04/08/2016","28,018","27,479","29,096","27,210","926.17K","2.97%"
"03/08/2016","27,210","27,479","27,749","26,671","558.52K","-1.94%"
"02/08/2016","27,749","28,557","28,557","27,479","1.09M","-2.83%"
"01/08/2016","28,557","29,096","29,096","28,557","628.82K","-1.85%"
"29/07/2016","29,096","29,365","29,635","28,826","388.64K","-1.82%"
"28/07/2016","29,635","29,365","29,635","28,826","157.43K","0.92%"
"27/07/2016","29,365","28,288","29,365","28,288","692.90K","2.83%"
"26/07/2016","28,557","28,557","29,096","28,018","462.98K","0.00%"
"25/07/2016","28,557","28,018","28,826","27,749","549.34K","1.92%"
"22/07/2016","28,018","29,635","29,904","28,018","1.53M","-6.31%"
"21/07/2016","29,904","29,635","29,904","28,557","1.13M","0.91%"
"20/07/2016","29,635","30,443","30,443","29,096","727.87K","-1.78%"
"19/07/2016","30,173","30,173","30,712","29,635","963.02K","0.90%"
"18/07/2016","29,904","28,826","30,173","28,557","1.27M","2.78%"
"15/07/2016","29,096","30,173","30,712","29,096","1.47M","-3.57%"
"14/07/2016","30,173","31,251","31,520","30,173","1.59M","-2.61%"
"13/07/2016","30,982","29,096","30,982","29,096","2.48M","6.48%"
"12/07/2016","29,096","28,018","29,096","28,018","1.25M","3.85%"
"11/07/2016","28,018","27,749","28,826","27,479","2.65M","1.96%"
"08/07/2016","27,479","27,479","28,288","26,941","1.44M","0.00%"
"07/07/2016","27,479","27,210","27,479","26,833","1.23M","2.00%"
"06/07/2016","26,941","26,941","27,749","26,887","1.02M","-0.99%"
"05/07/2016","27,210","26,617","28,018","26,617","2.86M","2.64%"
"04/07/2016","26,509","25,593","26,617","25,593","2.08M","3.58%"
"01/07/2016","25,593","25,486","25,755","25,324","902.38K","0.42%"
"30/06/2016","25,486","25,378","25,593","25,324","824.25K","0.00%"
"29/06/2016","25,486","25,109","25,540","25,109","938.01K","1.94%"
"28/06/2016","25,001","24,678","25,216","24,678","694.26K","0.43%"
"27/06/2016","24,893","25,001","25,001","24,462","588.87K","-1.28%"
"24/06/2016","25,216","25,809","25,863","24,085","1.43M","-2.50%"
"23/06/2016","25,863","25,270","25,863","25,216","1.19M","2.57%"
"22/06/2016","25,216","25,324","25,378","25,055","832.50K","-0.43%"
"21/06/2016","25,324","25,270","25,378","25,216","909.10K","0.21%"
"20/06/2016","25,270","25,378","25,486","24,947","1.07M","-0.43%"
"17/06/2016","25,378","25,486","25,701","25,378","1.63M","-1.26%"
"16/06/2016","25,701","25,809","25,917","25,647","1.08M","-0.21%"
"15/06/2016","25,755","25,971","25,971","25,701","1.04M","-1.04%"
"14/06/2016","26,025","25,917","26,186","25,755","1.36M","-0.20%"
"13/06/2016","26,078","26,132","26,348","26,025","2.07M","-0.21%"
"10/06/2016","26,132","25,917","26,456","25,917","1.52M","0.83%"
"09/06/2016","25,917","25,809","26,025","25,701","691.47K","0.42%"
"08/06/2016","25,809","25,917","26,186","25,755","1.57M","-0.42%"
"07/06/2016","25,917","25,863","26,025","25,701","750.98K","0.63%"
"06/06/2016","25,755","25,378","26,132","25,378","1.35M","1.06%"
"03/06/2016","25,486","25,324","25,593","25,324","758.68K","0.43%"
"02/06/2016","25,378","25,216","25,486","25,109","500.90K","0.43%"
"01/06/2016","25,270","25,055","25,324","25,055","639.05K","0.43%"
"31/05/2016","25,162","25,270","25,593","25,109","844.66K","-0.21%"
"30/05/2016","25,216","24,624","25,216","24,462","921.87K","3.31%"
"27/05/2016","24,408","24,462","24,570","24,139","1.02M","0.00%"
"26/05/2016","24,408","24,785","24,947","24,408","1.25M","-1.52%"
"25/05/2016","24,785","25,055","25,162","24,785","469.37K","0.22%"
"24/05/2016","24,731","25,001","25,055","24,516","1.31M","-0.43%"
"23/05/2016","24,839","25,486","25,755","24,839","1.21M","-2.74%"
"20/05/2016","25,540","26,186","26,294","25,432","1.79M","-1.45%"
"19/05/2016","25,917","26,402","26,402","25,917","693.97K","-1.84%"
"18/05/2016","26,402","26,025","26,833","25,971","2.17M","1.45%"
"17/05/2016","26,025","25,971","26,294","25,809","1.14M","0.00%"
"16/05/2016","26,025","25,540","26,025","25,432","649.90K","1.47%"
"13/05/2016","25,647","25,863","26,025","25,324","1.17M","-0.84%"
"12/05/2016","25,863","26,402","26,563","25,863","841.92K","-2.04%"
"11/05/2016","26,402","26,186","26,509","26,025","1.23M","0.82%"
"10/05/2016","26,186","25,863","26,186","25,647","938.39K","1.25%"
"09/05/2016","25,863","26,186","26,563","25,863","1.43M","-1.23%"
"06/05/2016","26,186","25,540","26,294","25,432","2.63M","3.18%"
"05/05/2016","25,378","25,055","25,755","24,947","1.85M","2.17%"
"04/05/2016","24,839","24,678","25,162","24,354","1.29M","0.22%"
"29/04/2016","24,785","24,570","25,216","24,570","1.25M","-0.43%"
"28/04/2016","24,893","24,785","25,216","24,624","1.19M","0.44%"
"27/04/2016","24,785","25,432","25,593","24,731","2.06M","-2.54%"
"26/04/2016","25,432","24,516","25,432","24,516","1.44M","2.83%"
"25/04/2016","24,731","24,731","25,216","24,731","2.24M","0.43%"
"22/04/2016","24,624","23,115","24,678","23,115","4.27M","6.53%"
"21/04/2016","23,115","23,061","23,277","22,953","1.41M","0.23%"
"20/04/2016","23,061","22,899","23,061","22,684","1.33M","0.94%"
"19/04/2016","22,846","22,953","23,330","22,738","1.69M","-0.23%"
"15/04/2016","22,899","22,899","23,438","22,792","2.05M","0.47%"
"14/04/2016","22,792","22,576","22,899","22,522","1.33M","0.96%"
"13/04/2016","22,576","22,792","22,846","22,522","1.09M","-0.48%"
"12/04/2016","22,684","22,415","22,953","22,091","1.67M","1.20%"
"11/04/2016","22,415","22,307","22,630","22,037","1.70M","0.48%"
"08/04/2016","22,307","22,361","22,468","22,253","1.13M","-0.72%"
"07/04/2016","22,468","22,738","22,738","22,145","1.02M","-0.72%"
"06/04/2016","22,630","22,091","22,630","22,037","1.59M","2.44%"
"05/04/2016","22,091","22,037","22,307","21,930","1.05M","0.25%"
"04/04/2016","22,037","22,199","22,253","21,822","757.12K","0.00%"
"01/04/2016","22,037","22,091","22,307","21,983","955.82K","-0.24%"
"31/03/2016","22,091","22,630","22,738","22,091","1.62M","-2.61%"
"30/03/2016","22,684","22,415","22,792","22,415","765.68K","0.24%"
"29/03/2016","22,630","23,115","23,115","22,630","561.38K","-1.87%"
"28/03/2016","23,061","23,115","23,169","22,953","919.70K","0.00%"
"25/03/2016","23,061","22,630","23,061","22,415","2.38M","1.66%"
"24/03/2016","22,684","23,115","23,169","22,630","1.42M","-1.86%"
"23/03/2016","23,115","23,330","23,330","23,061","1.11M","-0.92%"
"22/03/2016","23,330","23,169","23,330","23,061","1.02M","0.93%"
"21/03/2016","23,115","23,330","23,654","23,061","3.21M","0.94%"
"18/03/2016","22,899","22,953","23,061","22,738","6.11M","-0.47%"
"17/03/2016","23,007","23,438","23,546","23,007","1.85M","-1.16%"
"16/03/2016","23,277","22,684","23,438","22,684","3.21M","2.86%"
"15/03/2016","22,630","22,361","22,684","22,361","2.23M","0.72%"
"14/03/2016","22,468","22,468","22,468","22,253","1.39M","0.24%"
"11/03/2016","22,415","22,522","22,576","22,361","879.82K","0.00%"
"10/03/2016","22,415","22,361","22,468","22,091","1.11M","0.48%"
"09/03/2016","22,307","22,468","22,576","22,253","808.81K","-0.48%"
"08/03/2016","22,415","22,522","22,630","22,307","1.34M","-0.48%"
"07/03/2016","22,522","22,630","22,738","22,468","977.92K","0.00%"
"04/03/2016","22,522","22,415","22,899","22,361","1.17M","0.48%"
"03/03/2016","22,415","22,576","22,684","22,361","800.23K","-0.24%"
"02/03/2016","22,468","22,145","22,576","22,091","1.12M","2.45%"
"01/03/2016","21,930","22,091","22,361","21,930","1.46M","-0.73%"
"29/02/2016","22,091","22,522","22,630","22,091","1.53M","-2.38%"
"26/02/2016","22,630","22,630","22,630","22,253","849.52K","0.48%"
"25/02/2016","22,522","22,899","23,169","22,415","2.13M","-1.18%"
"24/02/2016","22,792","22,091","23,169","21,930","2.85M","3.17%"
"23/02/2016","22,091","21,930","22,415","21,930","1.95M","1.48%"
"22/02/2016","21,768","21,606","21,822","21,552","1.13M","0.75%"
"19/02/2016","21,606","21,876","21,876","21,606","815.94K","-0.50%"
"18/02/2016","21,714","21,552","22,037","21,499","1.27M","1.25%"
"17/02/2016","21,445","21,714","21,876","21,445","1.43M","-1.24%"
"16/02/2016","21,714","21,606","21,983","21,606","671.90K","0.00%"
"15/02/2016","21,714","21,445","21,876","21,229","1.38M","0.50%"
"05/02/2016","21,606","21,337","21,768","21,337","462.17K","0.25%"
"04/02/2016","21,552","21,552","21,876","21,552","493.96K","1.01%"
"03/02/2016","21,337","21,552","21,552","21,175","1.38M","-1.98%"
"02/02/2016","21,768","21,768","21,983","21,714","1.04M","-0.74%"
"01/02/2016","21,930","22,307","22,361","21,930","384.69K","-1.69%"
"29/01/2016","22,307","21,822","22,307","21,714","1.76M","2.22%"
"28/01/2016","21,822","21,714","21,983","21,714","968.39K","0.00%"
"27/01/2016","21,822","22,253","22,253","21,822","1.00M","-0.25%"
"26/01/2016","21,876","21,822","22,253","21,714","1.13M","-2.63%"
"25/01/2016","22,468","21,552","22,576","21,552","2.36M","5.30%"
"22/01/2016","21,337","21,552","21,606","20,798","1.34M","0.51%"
"21/01/2016","21,229","21,283","21,552","21,067","1.13M","-1.50%"
"20/01/2016","21,552","21,552","22,091","21,283","1.26M","-0.75%"
"19/01/2016","21,714","20,798","21,768","20,798","1.33M","4.40%"
"18/01/2016","20,798","21,283","21,552","20,475","2.78M","-4.93%"
"15/01/2016","21,876","22,522","22,630","21,876","1.52M","-2.87%"
"14/01/2016","22,522","22,522","22,738","22,361","1.10M","-1.18%"
"13/01/2016","22,792","23,061","23,115","22,792","773.10K","-0.93%"
"12/01/2016","23,007","22,630","23,007","22,630","828.64K","1.91%"
"11/01/2016","22,576","22,738","22,846","22,522","1.28M","-0.71%"
"08/01/2016","22,738","22,792","22,953","22,468","1.17M","-0.70%"
"07/01/2016","22,899","23,061","23,115","22,630","1.61M","-1.17%"
"06/01/2016","23,169","22,899","23,277","22,899","1.20M","1.18%"
"05/01/2016","22,899","23,115","23,384","22,846","1.95M","-1.62%"
"04/01/2016","23,277","23,600","23,708","22,953","1.31M","-1.59%"
"31/12/2015","23,654","23,977","23,977","23,600","1.29M","-0.90%"
"30/12/2015","23,869","23,762","24,193","23,654","1.94M","0.68%"
"29/12/2015","23,708","22,899","23,762","22,846","2.48M","3.53%"
"28/12/2015","22,899","23,061","23,169","22,899","743.44K","0.00%"
"25/12/2015","22,899","22,792","23,115","22,738","1.01M","0.71%"
"24/12/2015","22,738","22,953","23,061","22,738","393.25K","-0.47%"
"23/12/2015","22,846","22,684","22,953","22,630","1.46M","-0.23%"
"22/12/2015","22,899","23,007","23,115","22,792","866.16K","0.00%"
"21/12/2015","22,899","22,630","22,899","22,630","1.78M","3.15%"
"18/12/2015","22,199","23,438","23,762","22,199","5.44M","-6.36%"
"17/12/2015","23,708","23,546","23,815","23,492","1.16M","1.15%"
"16/12/2015","23,438","23,438","23,815","23,330","1.14M","0.69%"
"15/12/2015","23,277","22,415","23,492","22,415","2.15M","3.85%"
"14/12/2015","22,415","22,361","22,576","22,199","1.09M","0.73%"
"11/12/2015","22,253","22,199","22,576","21,983","997.45K","0.24%"
"10/12/2015","22,199","22,307","22,522","22,091","699.41K","-0.48%"
"09/12/2015","22,307","23,223","23,223","22,199","1.54M","-3.94%"
"08/12/2015","23,223","21,983","23,277","21,552","1.57M","5.64%"
"07/12/2015","21,983","22,684","22,684","21,930","2.44M","-3.55%"
"04/12/2015","22,792","23,115","23,115","22,684","833.53K","-0.70%"
"03/12/2015","22,953","22,630","23,223","22,630","1.70M","0.95%"
"02/12/2015","22,738","22,684","23,007","22,630","2.99M","0.24%"
"01/12/2015","22,684","23,115","23,384","22,630","1.52M","-1.86%"
"30/11/2015","23,115","23,815","23,869","23,115","1.68M","-3.16%"
"27/11/2015","23,869","24,300","24,462","23,762","1.16M","-2.42%"
"26/11/2015","24,462","24,678","24,785","24,462","484.12K","-1.30%"
"25/11/2015","24,785","25,001","25,001","24,516","673.88K","-0.43%"
"24/11/2015","24,893","25,162","25,162","24,785","693.69K","-1.07%"
"23/11/2015","25,162","25,378","25,432","25,162","798.68K","-0.64%"
"20/11/2015","25,324","25,324","25,486","25,324","461.76K","0.00%"
"19/11/2015","25,324","25,540","25,540","25,270","618.84K","-0.42%"
"18/11/2015","25,432","25,324","25,593","25,324","521.22K","0.00%"
"17/11/2015","25,432","25,378","25,863","25,324","772.95K","0.21%"
"16/11/2015","25,378","25,378","25,647","25,270","735.50K","-0.84%"
"13/11/2015","25,593","25,701","25,755","25,378","984.41K","-0.21%"
"12/11/2015","25,647","25,593","25,701","25,162","1.52M","-0.21%"
"11/11/2015","25,701","26,025","26,186","25,701","846.66K","-1.24%"
"10/11/2015","26,025","26,402","26,456","26,025","1.06M","-1.63%"
"09/11/2015","26,456","25,863","26,563","25,755","1.93M","2.29%"
"06/11/2015","25,863","25,809","26,132","25,486","1.43M","0.21%"
"05/11/2015","25,809","25,755","25,917","25,701","645.79K","-0.62%"
"04/11/2015","25,971","26,025","26,294","25,971","1.61M","0.00%"
"03/11/2015","25,971","25,701","25,971","25,378","1.23M","1.05%"
"02/11/2015","25,701","25,701","26,132","25,647","2.12M","0.00%"
"30/10/2015","25,701","25,162","25,701","25,162","2.95M","2.14%"
"29/10/2015","25,162","24,893","25,162","24,785","1.31M","1.30%"
"28/10/2015","24,839","25,109","25,162","24,785","1.14M","-1.08%"
"27/10/2015","25,109","25,109","25,270","25,001","682.06K","-0.21%"
"26/10/2015","25,162","25,378","25,432","25,162","1.31M","-0.43%"
"23/10/2015","25,270","25,109","25,378","25,055","1.31M","1.51%"
"22/10/2015","24,893","24,785","24,893","24,570","620.46K","1.31%"
"21/10/2015","24,570","24,462","25,109","24,462","1.14M","0.44%"
"20/10/2015","24,462","24,839","24,839","24,408","1.62M","-1.30%"
"19/10/2015","24,785","25,162","25,162","24,785","1.50M","-1.50%"
"16/10/2015","25,162","25,540","25,755","25,162","1.18M","-1.48%"
"15/10/2015","25,540","25,540","25,647","25,378","868.91K","0.42%"
"14/10/2015","25,432","25,809","25,809","25,432","1.59M","-1.46%"
"13/10/2015","25,809","25,755","25,863","25,593","1.27M","-0.42%"
"12/10/2015","25,917","25,216","26,078","25,109","2.62M","3.44%"
"09/10/2015","25,055","25,593","25,593","25,055","1.22M","-0.85%"
"08/10/2015","25,270","24,462","25,378","24,462","2.31M","3.76%"
"07/10/2015","24,354","24,570","25,001","24,354","2.63M","-0.22%"
"06/10/2015","24,408","23,708","24,462","23,708","2.26M","4.14%"
"05/10/2015","23,438","23,330","23,546","23,169","578.93K","1.16%"
"02/10/2015","23,169","23,223","23,438","23,007","713.05K","0.00%"
"01/10/2015","23,169","23,169","23,277","23,115","482.72K","0.23%"
"30/09/2015","23,115","23,223","23,384","23,115","592.45K","0.23%"
"29/09/2015","23,061","23,007","23,115","22,792","1.56M","-0.47%"
"28/09/2015","23,169","23,762","23,762","23,169","1.74M","-2.27%"
"25/09/2015","23,708","23,762","23,869","23,654","806.40K","-0.23%"
"24/09/2015","23,762","24,085","24,246","23,762","949.32K","-0.90%"
"23/09/2015","23,977","23,923","24,031","23,708","1.29M","-0.22%"
"22/09/2015","24,031","24,085","24,300","23,923","512.30K","-0.22%"
"21/09/2015","24,085","23,708","24,139","23,708","635.36K","1.59%"
"18/09/2015","23,708","23,708","24,139","23,708","5.33M","0.92%"
"17/09/2015","23,492","23,869","23,869","23,492","670.47K","-0.91%"
"16/09/2015","23,708","23,169","23,762","23,169","987.51K","3.05%"
"15/09/2015","23,007","23,277","23,384","22,953","1.25M","-1.16%"
"14/09/2015","23,277","24,085","24,624","23,277","2.00M","-3.57%"
"11/09/2015","24,139","24,516","24,839","24,031","1.54M","-2.61%"
"10/09/2015","24,785","24,246","25,216","24,139","2.39M","0.43%"
"09/09/2015","24,678","24,408","25,109","24,246","3.12M","3.16%"
"08/09/2015","23,923","22,684","23,923","22,630","4.66M","5.46%"
"07/09/2015","22,684","22,630","22,953","22,576","1.02M","0.24%"
"04/09/2015","22,630","22,415","22,792","22,415","938.89K","0.96%"
"03/09/2015","22,415","22,792","23,061","22,253","2.48M","-2.11%"
"01/09/2015","22,899","22,953","23,169","22,630","1.13M","0.00%"
"31/08/2015","22,899","23,438","23,492","22,899","2.26M","-2.07%"
"28/08/2015","23,384","22,415","23,384","22,415","3.68M","4.32%"
"27/08/2015","22,415","22,468","23,061","22,253","2.53M","1.47%"
"26/08/2015","22,091","21,606","22,522","21,606","1.77M","2.24%"
"25/08/2015","21,606","20,475","21,930","20,475","3.35M","1.52%"
"24/08/2015","21,283","22,630","22,630","21,283","3.57M","-6.84%"
"21/08/2015","22,846","22,738","22,846","21,876","1.99M","-1.16%"
"20/08/2015","23,115","23,061","23,438","22,738","1.32M","-0.92%"
"19/08/2015","23,330","22,792","23,438","22,199","1.94M","1.88%"
"18/08/2015","22,899","22,091","22,899","21,983","1.80M","3.66%"
"17/08/2015","22,091","23,384","23,600","21,714","2.67M","-5.31%"
"14/08/2015","23,330","23,708","23,923","22,846","2.65M","-1.59%"
"13/08/2015","23,708","24,516","24,516","23,654","2.04M","-3.30%"
"12/08/2015","24,516","25,109","25,216","24,408","1.79M","-3.40%"
"11/08/2015","25,378","25,216","25,809","24,947","2.60M","1.51%"
"10/08/2015","25,001","24,031","25,001","24,031","710.42K","3.34%"
"07/08/2015","24,193","24,300","24,408","23,708","2.36M","-0.44%"
"06/08/2015","24,300","24,839","25,270","24,193","1.54M","-2.17%"
"05/08/2015","24,839","24,785","25,216","24,624","1.77M","0.22%"
"04/08/2015","24,785","25,701","25,917","24,785","1.29M","-3.97%"
"03/08/2015","25,809","26,833","26,833","25,216","1.91M","-4.01%"
"31/07/2015","26,887","27,749","27,749","26,887","643.20K","-2.15%"
"30/07/2015","27,479","27,479","27,479","26,941","552.56K","0.00%"
"29/07/2015","27,479","27,749","28,018","27,479","683.54K","-0.97%"
"28/07/2015","27,749","27,749","28,557","27,479","1.29M","0.98%"
"27/07/2015","27,479","27,210","27,749","26,941","1.59M","0.99%"
"24/07/2015","27,210","27,749","28,018","27,210","609.61K","-1.94%"
"23/07/2015","27,749","28,288","28,557","27,749","687.63K","-0.96%"
"22/07/2015","28,018","26,509","28,288","26,402","1.90M","5.69%"
"21/07/2015","26,509","26,617","27,210","26,348","1.04M","-0.41%"
"20/07/2015","26,617","27,479","27,479","26,563","734.64K","-3.14%"
"17/07/2015","27,479","27,749","28,018","27,479","591.40K","0.00%"
"16/07/2015","27,479","27,479","28,018","26,941","647.34K","0.00%"
"15/07/2015","27,479","28,288","28,288","27,479","690.19K","-2.86%"
"14/07/2015","28,288","28,288","28,557","26,941","886.67K","0.00%"
"13/07/2015","28,288","28,557","28,826","28,018","904.76K","0.00%"
"10/07/2015","28,288","29,096","29,096","28,288","800.80K","0.00%"
"09/07/2015","28,288","27,749","29,365","27,210","1.86M","0.96%"
"08/07/2015","28,018","29,096","29,365","27,210","2.85M","-3.70%"
"07/07/2015","29,096","29,096","30,173","28,826","1.73M","-0.92%"
"06/07/2015","29,365","29,365","29,904","28,557","2.12M","0.00%"
"03/07/2015","29,365","27,749","29,635","27,749","1.35M","5.82%"
"02/07/2015","27,749","26,078","27,749","26,025","1.68M","6.19%"
"01/07/2015","26,132","26,294","26,348","25,486","936.25K","-0.62%"
"30/06/2015","26,294","25,109","26,348","25,109","2.18M","3.83%"
"29/06/2015","25,324","23,815","25,432","23,762","1.38M","5.14%"
"26/06/2015","24,085","25,162","25,270","24,085","1.19M","-2.61%"
"25/06/2015","24,731","24,731","24,995","24,520","857.67K","0.00%"
"24/06/2015","24,731","25,101","25,153","24,731","866.92K","-1.47%"
"23/06/2015","25,101","25,048","25,153","24,784","689.45K","0.00%"
"22/06/2015","25,101","24,573","25,101","24,573","1.06M","2.37%"
"19/06/2015","24,520","23,624","24,520","23,571","3.10M","3.56%"
"18/06/2015","23,677","23,360","23,940","23,360","797.01K","1.13%"
"17/06/2015","23,413","23,202","23,782","23,149","469.44K","-0.23%"
"16/06/2015","23,466","23,888","23,993","23,466","621.77K","-1.77%"
"15/06/2015","23,888","22,991","23,888","22,991","782.22K","3.90%"
"12/06/2015","22,991","22,991","23,202","22,938","443.16K","-0.23%"
"11/06/2015","23,044","22,991","23,519","22,622","1.39M","0.92%"
"10/06/2015","22,833","23,413","23,413","22,569","1.09M","-2.04%"
"09/06/2015","23,308","23,729","23,888","23,149","1.19M","-2.43%"
"08/06/2015","23,888","23,782","24,204","23,519","780.17K","0.45%"
"05/06/2015","23,782","23,202","24,099","23,044","1.04M","1.35%"
"04/06/2015","23,466","23,360","23,993","23,149","694.22K","0.00%"
"03/06/2015","23,466","24,257","24,520","23,202","1.15M","-3.05%"
"02/06/2015","24,204","24,204","25,417","24,151","3.62M","0.44%"
"01/06/2015","24,099","22,833","24,257","22,833","2.08M","5.54%"
"29/05/2015","22,833","22,569","23,202","22,517","1.86M","0.46%"
"28/05/2015","22,728","22,464","23,308","22,411","1.81M","0.47%"
"27/05/2015","22,622","22,253","22,991","22,253","1.31M","-0.23%"
"26/05/2015","22,675","22,148","22,991","22,095","1.75M","2.38%"
"25/05/2015","22,148","22,042","22,358","21,937","1.18M","-0.47%"
"22/05/2015","22,253","21,251","22,306","21,093","2.21M","5.50%"
"21/05/2015","21,093","21,093","21,357","20,935","1.18M","1.01%"
"20/05/2015","20,882","20,618","20,935","20,566","831.58K","1.28%"
"19/05/2015","20,618","20,196","20,829","20,091","604.41K","1.29%"
"18/05/2015","20,355","19,985","20,407","19,880","958.90K","0.52%"
"15/05/2015","20,249","20,196","20,513","19,985","802.28K","0.26%"
"14/05/2015","20,196","19,933","20,302","19,933","106.63K","0.52%"
"13/05/2015","20,091","20,355","20,355","19,775","627.11K","-1.30%"
"12/05/2015","20,355","20,618","20,618","20,196","745.85K","-0.77%"
"11/05/2015","20,513","20,407","20,671","20,355","539.04K","0.52%"
"08/05/2015","20,407","19,827","20,618","19,669","1.78M","2.93%"
